N,P,K,temperature,humidity,ph,rainfall,target
0.164285714,0.385714286,0.07,0.377618418,0.123827964,0.365034394,0.392865976,9
0.042857143,0.407142857,0.085,0.335865507,0.044727358,0.360686875,0.360122419,9
0.178571429,0.414285714,0.075,0.199723828,0.08034406,0.310752977,0.269298809,9
0.05,0.528571429,0.09,0.310212813,0.063336772,0.360307258,0.274646803,9
0.057142857,0.478571429,0.06,0.337096096,0.064089316,0.343168088,0.243102941,9
0.192857143,0.421428571,0.05,0.325256516,0.12346666,0.312607956,0.424018079,9
0.2,0.435714286,0.09,0.364828789,0.116604934,0.387445997,0.360985994,9
0.228571429,0.371428571,0.065,0.192617167,0.110792552,0.340677334,0.313181793,9
0.192857143,0.364285714,0.085,0.318304563,0.075159472,0.362074045,0.317702721,9
0.121428571,0.514285714,0.095,0.342723375,0.054517271,0.3209325,0.319053245,9
0,0.428571429,0.05,0.419973743,0.10456761,0.332903678,0.271713955,9
0.092857143,0.478571429,0.08,0.444636226,0.078972523,0.360236433,0.143935417,9
0.242857143,0.392857143,0.09,0.32425035,0.124955429,0.335052765,0.286828743,9
0.064285714,0.535714286,0.07,0.37247026,0.050310694,0.379562237,0.376814926,9
0.078571429,0.478571429,0.075,0.306933814,0.124446504,0.380450449,0.334554134,9
0.021428571,0.442857143,0.095,0.234578024,0.065907756,0.313533685,0.298479312,9
0.25,0.457142857,0.09,0.228472935,0.124945152,0.322480367,0.198463234,9
0.021428571,0.514285714,0.1,0.459783945,0.100749185,0.327107649,0.150895735,9
0.164285714,0.407142857,0.07,0.220723096,0.072296342,0.32730514,0.282259743,9
0.157142857,0.471428571,0.06,0.267643484,0.059819782,0.311732126,0.314280188,9
0.221428571,0.528571429,0.1,0.412138995,0.093934379,0.37280792,0.155096099,9
0.242857143,0.385714286,0.065,0.417630612,0.090182088,0.348249999,0.242349552,9
0.085714286,0.414285714,0.06,0.273552309,0.059714945,0.344055155,0.424659547,9
0.192857143,0.364285714,0.075,0.299401243,0.072971883,0.316925436,0.268519468,9
0.05,0.414285714,0.095,0.405422706,0.114058023,0.366056248,0.314426559,9
0.171428571,0.442857143,0.085,0.324086862,0.100793626,0.328768383,0.303266738,9
0.078571429,0.471428571,0.095,0.353357351,0.098691287,0.326867405,0.436123249,9
0.264285714,0.492857143,0.05,0.461922818,0.046286641,0.32306637,0.152677654,9
0.178571429,0.507142857,0.095,0.186650948,0.124318135,0.320400402,0.413582779,9
0.242857143,0.435714286,0.06,0.286523674,0.081894265,0.370876633,0.376770544,9
0.142857143,0.457142857,0.05,0.419426346,0.099324992,0.377800344,0.313284776,9
0.264285714,0.428571429,0.055,0.401997151,0.054997951,0.338830689,0.155852985,9
0.128571429,0.492857143,0.05,0.461348378,0.093522264,0.342690162,0.453608686,9
0.028571429,0.442857143,0.1,0.429311304,0.117805667,0.379981889,0.35721065,9
0.264285714,0.364285714,0.1,0.379636071,0.062360173,0.35301452,0.382668259,9
0.035714286,0.385714286,0.05,0.288358899,0.069109642,0.383733974,0.409449884,9
0.078571429,0.4,0.08,0.281138137,0.102259348,0.315278623,0.413605215,9
0.157142857,0.535714286,0.075,0.406979818,0.053786326,0.33665544,0.287076252,9
0.085714286,0.4,0.07,0.301463589,0.115276111,0.33450409,0.173527812,9
0.035714286,0.492857143,0.08,0.212885391,0.082822928,0.324547724,0.167987995,9
0.192857143,0.457142857,0.085,0.260857834,0.124237402,0.377518353,0.17580652,9
0.221428571,0.5,0.065,0.190595481,0.083754619,0.360705121,0.246728857,9
0.257142857,0.45,0.075,0.236310271,0.110984008,0.366960036,0.221387434,9
0.035714286,0.428571429,0.055,0.358741771,0.049311715,0.367320023,0.319347677,9
0.228571429,0.528571429,0.05,0.432812193,0.07568669,0.342353103,0.220553614,9
0.078571429,0.521428571,0.085,0.432481255,0.098989387,0.378797249,0.332138523,9
0,0.357142857,0.085,0.406343425,0.073741057,0.375101094,0.444216767,9
0.1,0.385714286,0.05,0.359418877,0.100956856,0.35368872,0.453544525,9
0.207142857,0.45,0.09,0.440121943,0.058572255,0.361198404,0.346763297,9
0.228571429,0.45,0.07,0.453450732,0.045789037,0.312500166,0.465361489,9
0.121428571,0.421428571,0.06,0.349971906,0.124596882,0.33558837,0.375070993,9
0.092857143,0.457142857,0.07,0.24340932,0.06718399,0.366878305,0.341255146,9
0.1,0.442857143,0.085,0.430420961,0.122449153,0.329677506,0.231472732,9
0.064285714,0.457142857,0.075,0.300730349,0.113219247,0.324525484,0.392075143,9
0.142857143,0.485714286,0.085,0.206945452,0.094185224,0.384359277,0.395829953,9
0.285714286,0.521428571,0.075,0.297277112,0.076710795,0.336604982,0.215347277,9
0.192857143,0.478571429,0.09,0.318601956,0.087978813,0.382123305,0.157410891,9
0.1,0.442857143,0.05,0.308124704,0.121504263,0.339844225,0.427811478,9
0.05,0.364285714,0.065,0.27225108,0.117492137,0.341135856,0.200935882,9
0.192857143,0.428571429,0.065,0.323796892,0.104582322,0.325065211,0.19095677,9
0.214285714,0.414285714,0.055,0.424088035,0.089209213,0.314315061,0.288798051,9
0.264285714,0.464285714,0.1,0.312934037,0.124082568,0.359957954,0.229396578,9
0.192857143,0.414285714,0.07,0.347445829,0.080855701,0.319959773,0.405894166,9
0.157142857,0.392857143,0.095,0.28569985,0.069871387,0.330606618,0.301944142,9
0.021428571,0.478571429,0.095,0.794466379,0.509436276,0.392958395,0.368037094,18
0.235714286,0.485714286,0.09,0.585648118,0.526477092,0.385833564,0.298614177,18
0.192857143,0.371428571,0.095,0.53112685,0.339461241,0.402328815,0.4387268,18
0.071428571,0.528571429,0.065,0.351183858,0.480750995,0.329683896,0.590666724,18
0.214285714,0.5,0.1,0.617136395,0.327732171,0.457415964,0.463765827,18
0.285714286,0.464285714,0.075,0.659275402,0.358987923,0.329490859,0.455632839,18
0.271428571,0.357142857,0.07,0.698889368,0.279663261,0.366990178,0.641707746,18
0.25,0.378571429,0.075,0.589951738,0.574162129,0.35098467,0.250918799,18
0.271428571,0.4,0.08,0.615442956,0.619766568,0.185334937,0.386441136,18
0.235714286,0.378571429,0.095,0.764199971,0.63576326,0.274441528,0.317666256,18
0.114285714,0.364285714,0.06,0.71663288,0.300669983,0.612828177,0.561903963,18
0.221428571,0.478571429,0.06,0.570049744,0.410786723,0.362077272,0.273581017,18
0.114285714,0.535714286,0.075,0.643175296,0.494794127,0.596324543,0.36574035,18
0.192857143,0.478571429,0.06,0.578330672,0.501314612,0.442150452,0.361173753,18
0.285714286,0.407142857,0.07,0.5307435,0.231899695,0.185526533,0.274130728,18
0.128571429,0.378571429,0.055,0.362997684,0.286293736,0.226723543,0.575432471,18
0.021428571,0.45,0.055,0.272409734,0.23843691,0.227069782,0.313494714,18
0.185714286,0.442857143,0.095,0.807816811,0.273924853,0.332495844,0.507528696,18
0.114285714,0.464285714,0.075,0.458510315,0.30173912,0.327298993,0.364120939,18
0.171428571,0.414285714,0.07,0.301931834,0.486562629,0.183011166,0.626483089,18
0.064285714,0.507142857,0.1,0.575536621,0.418380695,0.342868413,0.57124116,18
0.114285714,0.357142857,0.07,0.307532927,0.384185361,0.452354336,0.618741381,18
0.2,0.5,0.08,0.457635676,0.42331483,0.389210596,0.337960337,18
0.114285714,0.471428571,0.095,0.272758194,0.281738616,0.224189999,0.42909128,18
0.171428571,0.464285714,0.08,0.296174159,0.362971809,0.312962652,0.40439741,18
0.271428571,0.478571429,0.08,0.556917848,0.410435373,0.37281877,0.597414326,18
0.064285714,0.435714286,0.08,0.610977248,0.231849617,0.344482268,0.491737457,18
0.242857143,0.364285714,0.06,0.705513338,0.24696819,0.162269809,0.429170038,18
0.007142857,0.507142857,0.07,0.440744246,0.378301183,0.492163382,0.564494993,18
0.042857143,0.457142857,0.07,0.518241784,0.320075962,0.193796473,0.266773916,18
0.185714286,0.485714286,0.08,0.645800599,0.509966117,0.224173516,0.508609089,18
0.192857143,0.4,0.065,0.702484105,0.616161977,0.273931884,0.317219738,18
0.192857143,0.471428571,0.09,0.419747251,0.375964367,0.560599642,0.469410787,18
0.257142857,0.4,0.08,0.737810565,0.289145358,0.32848285,0.533084884,18
0.121428571,0.485714286,0.065,0.306327207,0.236256649,0.33086918,0.636481873,18
0.185714286,0.478571429,0.085,0.572234671,0.272034974,0.181979417,0.256906329,18
0.121428571,0.421428571,0.055,0.635639251,0.209872812,0.568717398,0.576634538,18
0.1,0.492857143,0.07,0.274661883,0.263268121,0.48523322,0.261944818,18
0.278571429,0.392857143,0.05,0.753745664,0.195147762,0.233163826,0.347403711,18
0.042857143,0.435714286,0.05,0.749101968,0.188307344,0.441820245,0.499566336,18
0.057142857,0.385714286,0.065,0.593390629,0.250365431,0.421760406,0.602427197,18
0.014285714,0.442857143,0.065,0.737268492,0.388127293,0.375861158,0.390859146,18
0.007142857,0.507142857,0.06,0.562660968,0.441441612,0.390020967,0.455652017,18
0.114285714,0.485714286,0.07,0.275203201,0.239692616,0.183400446,0.513971873,18
0.164285714,0.5,0.1,0.638437044,0.384262283,0.555556715,0.25543952,18
0.228571429,0.464285714,0.075,0.346278785,0.373181216,0.420520776,0.62999549,18
0.2,0.385714286,0.085,0.633587328,0.449595962,0.551613888,0.541696922,18
0.257142857,0.442857143,0.1,0.778371108,0.259785014,0.453057079,0.416148325,18
0.007142857,0.435714286,0.09,0.307533793,0.497764403,0.201981928,0.549516874,18
0.171428571,0.485714286,0.075,0.310236548,0.210644438,0.171677268,0.561174015,18
0.121428571,0.442857143,0.065,0.642574382,0.492402706,0.327627961,0.39156475,18
0.035714286,0.364285714,0.095,0.458579921,0.358745732,0.236124857,0.604570833,18
0.264285714,0.514285714,0.06,0.785772547,0.206330784,0.328500671,0.613814591,18
0.092857143,0.485714286,0.075,0.622055869,0.247665303,0.293422831,0.5115218,18
0.042857143,0.414285714,0.09,0.493277402,0.416325365,0.373517603,0.503405986,18
0.114285714,0.514285714,0.085,0.650190421,0.249423295,0.477339942,0.288614623,18
0.178571429,0.421428571,0.075,0.698010843,0.212329574,0.202636992,0.304749813,18
0.242857143,0.5,0.095,0.421137159,0.431993678,0.195213011,0.618257024,18
0.142857143,0.514285714,0.09,0.747401654,0.286732622,0.260564698,0.459994755,18
0.25,0.535714286,0.1,0.552858417,0.357837236,0.216345533,0.63554469,18
0.1,0.5,0.095,0.451133013,0.502583769,0.455871455,0.352612875,18
0.257142857,0.535714286,0.08,0.712256847,0.398452315,0.553833207,0.288329053,18
0.05,0.514285714,0.065,0.336686139,0.539998782,0.490046645,0.613899585,18
0.207142857,0.521428571,0.1,0.319492123,0.525799358,0.385376639,0.63077622,18
0.214285714,0.392857143,0.08,0.57535454,0.562644918,0.303735019,0.582210237,18
0.142857143,0.492857143,0.055,0.781004423,0.342453193,0.195127815,0.501825666,18
0.135714286,0.371428571,0.09,0.426049798,0.385306243,0.596804864,0.434396638,18
0.021428571,0.392857143,0.07,0.485543986,0.308679835,0.204660437,0.289449358,18
0.035714286,0.514285714,0.07,0.638740065,0.611618569,0.42568517,0.559438487,18
0.035714286,0.45,0.075,0.284196661,0.549133412,0.232691705,0.429891256,18
0.264285714,0.485714286,0.08,0.593328009,0.574018809,0.31965227,0.608264141,18
0.064285714,0.385714286,0.095,0.333129512,0.292969699,0.193240241,0.42039584,18
0.142857143,0.478571429,0.05,0.779874472,0.487090945,0.592311749,0.411887382,18
0.221428571,0.364285714,0.09,0.649724698,0.24656503,0.335452653,0.554559979,18
0.15,0.492857143,0.05,0.592981356,0.616491357,0.461423585,0.477958444,18
0.092857143,0.442857143,0.065,0.624095927,0.239115199,0.292365734,0.565352301,18
0.192857143,0.492857143,0.075,0.455359676,0.533208199,0.366242171,0.25775805,18
0.207142857,0.478571429,0.095,0.411721539,0.26154255,0.537706409,0.511523072,18
0.035714286,0.45,0.075,0.293204684,0.21987947,0.406963713,0.485575187,18
0.278571429,0.371428571,0.07,0.588184452,0.369494009,0.453630273,0.521647816,18
0.157142857,0.407142857,0.055,0.740889546,0.467377422,0.205927545,0.577296196,18
0.128571429,0.357142857,0.09,0.378002196,0.490552332,0.541335017,0.418956873,18
0.278571429,0.514285714,0.08,0.406661222,0.536421933,0.170879156,0.501090885,18
0.092857143,0.5,0.075,0.623654591,0.245346288,0.540374009,0.570106877,18
0.192857143,0.471428571,0.095,0.649601777,0.39566912,0.55365999,0.521626321,18
0.185714286,0.421428571,0.085,0.491391693,0.307081834,0.25821538,0.319637932,18
0.164285714,0.357142857,0.055,0.34966464,0.646650636,0.24986811,0.592754897,18
0.028571429,0.457142857,0.07,0.299150077,0.390153769,0.29074777,0.462915254,18
0.142857143,0.442857143,0.07,0.298967206,0.423300156,0.336944439,0.576381978,18
0.05,0.492857143,0.06,0.391590487,0.563522202,0.336322483,0.274963601,18
0.121428571,0.421428571,0.065,0.801301168,0.513275579,0.400388291,0.375038545,18
0.078571429,0.478571429,0.085,0.589721328,0.356550843,0.519100527,0.54676142,18
0.142857143,0.392857143,0.085,0.597559922,0.33409952,0.524361234,0.598929501,18
0.071428571,0.471428571,0.065,0.307524534,0.607645844,0.411529971,0.549308649,18
0.235714286,0.4,0.095,0.321965614,0.404566781,0.165262559,0.367327376,18
0.021428571,0.314285714,0.065,0.547643525,0.588532531,0.029253715,0.044791459,13
0.157142857,0.385714286,0.09,0.530749724,0.431859441,0.134828559,0.058532751,13
0.257142857,0.378571429,0.1,0.569144061,0.525651604,0.761139356,0.06005065,13
0.028571429,0.271428571,0.065,0.579741292,0.546357198,0.829801419,0.189578288,13
0.207142857,0.35,0.055,0.543894956,0.471190536,0.722865624,0.042532907,13
0.228571429,0.271428571,0.085,0.664956438,0.464861444,0.274635177,0.184715698,13
0.1,0.357142857,0.05,0.531140054,0.478507745,0.70689158,0.191258147,13
0.035714286,0.214285714,0.075,0.576871059,0.458590154,0.96021207,0.165781441,13
0.178571429,0.371428571,0.095,0.540291104,0.517263633,0.53966461,0.060109042,13
0.078571429,0.342857143,0.095,0.565233705,0.484283083,0.60481216,0.147721425,13
0.285714286,0.314285714,0.06,0.636918212,0.369026354,0.494923083,0.119837268,13
0.271428571,0.364285714,0.1,0.485376375,0.363107067,0.680591573,0.169656224,13
0.192857143,0.271428571,0.09,0.656496969,0.496899848,0.368655786,0.088852197,13
0.171428571,0.235714286,0.085,0.449158433,0.5162928,0.730591984,0.053020034,13
0.164285714,0.285714286,0.08,0.649628575,0.437933674,0.852302869,0.194834788,13
0.207142857,0.371428571,0.075,0.481611111,0.425493873,0.368926598,0.119207346,13
0.221428571,0.214285714,0.09,0.616270926,0.384079831,0.653595887,0.171831609,13
0,0.357142857,0.1,0.555217231,0.343068992,0.158532752,0.091864795,13
0.05,0.285714286,0.085,0.478644413,0.356636108,0.998619289,0.194414612,13
0.121428571,0.378571429,0.1,0.639983047,0.342143435,0.458893481,0.045109443,13
0.078571429,0.278571429,0.06,0.502578171,0.48217119,0.701589586,0.053507863,13
0.157142857,0.314285714,0.085,0.556940416,0.551818654,0.032083362,0.188451998,13
0.064285714,0.328571429,0.07,0.522782065,0.409081745,0.308873062,0.100739809,13
0.2,0.307142857,0.05,0.468742151,0.47823709,0.894095575,0.074317032,13
0.185714286,0.321428571,0.07,0.530626518,0.436415036,0.388858326,0.044361341,13
0.257142857,0.364285714,0.075,0.475948012,0.413032179,0.611527056,0.041900307,13
0.057142857,0.392857143,0.065,0.642489005,0.370499543,0.047225642,0.118230272,13
0.171428571,0.228571429,0.08,0.624058469,0.512912512,0.359773766,0.152818202,13
0.157142857,0.271428571,0.095,0.476315127,0.454515203,0.1584494,0.093345017,13
0.257142857,0.271428571,0.095,0.524201615,0.342903629,0.000878958,0.076616907,13
0.157142857,0.278571429,0.095,0.444297182,0.490777659,0.392777924,0.139336287,13
0.121428571,0.271428571,0.085,0.609350422,0.369122967,0.31002855,0.074883816,13
0.057142857,0.285714286,0.05,0.552944495,0.545070084,0.172092306,0.048966756,13
0.05,0.364285714,0.09,0.502539583,0.300398298,0.317318745,0.126794218,13
0.257142857,0.371428571,0.055,0.567819771,0.500259321,0.74461453,0.132271606,13
0.078571429,0.285714286,0.07,0.570288386,0.351146303,0.050274049,0.085881274,13
0.042857143,0.221428571,0.085,0.441621489,0.531174587,0.834292094,0.079168882,13
0.121428571,0.371428571,0.075,0.564740521,0.360960339,0.044915656,0.165134069,13
0.028571429,0.3,0.075,0.492221079,0.591408606,0.107060743,0.186748359,13
0.064285714,0.314285714,0.055,0.632977546,0.316219849,0.646433324,0.125175791,13
0.178571429,0.328571429,0.095,0.478584049,0.553060689,0.915650456,0.161195377,13
0.257142857,0.278571429,0.08,0.467710168,0.432480112,0.157285927,0.065656899,13
0.15,0.235714286,0.075,0.524519389,0.575217769,0.356052396,0.150859359,13
0.264285714,0.371428571,0.075,0.639169759,0.356524546,0.598651956,0.181743438,13
0.228571429,0.307142857,0.065,0.50592525,0.491627823,0.387034257,0.15789686,13
0.207142857,0.278571429,0.075,0.60877357,0.575151467,0.795503269,0.041748534,13
0.178571429,0.328571429,0.065,0.543828389,0.473185404,0.926038529,0.108041114,13
0.071428571,0.278571429,0.095,0.636069161,0.335536478,0.704420186,0.136751919,13
0.164285714,0.214285714,0.065,0.506893847,0.3862089,0.296989107,0.060292546,13
0.064285714,0.392857143,0.09,0.664112614,0.500627741,0.430965191,0.158232865,13
0.021428571,0.378571429,0.08,0.474485415,0.379923362,0.879571038,0.127156855,13
0.157142857,0.264285714,0.085,0.479681601,0.498208779,0.681598092,0.101515429,13
0.085714286,0.242857143,0.08,0.578697887,0.56695366,0.72765883,0.180564916,13
0.278571429,0.221428571,0.085,0.588740501,0.539466868,0.86578011,0.049657425,13
0.228571429,0.257142857,0.055,0.568453881,0.549864254,0.652770453,0.173658024,13
0.214285714,0.257142857,0.05,0.45929627,0.348943909,0.370174056,0.114495968,13
0.135714286,0.221428571,0.085,0.476938383,0.516724378,0.413696816,0.132341121,13
0.028571429,0.292857143,0.05,0.636648217,0.561639417,0,0.156496628,13
0.15,0.242857143,0.075,0.523277386,0.443777124,0.603895925,0.145625058,13
0.25,0.371428571,0.1,0.524248187,0.326677189,0.752004861,0.182920951,13
0.157142857,0.357142857,0.095,0.566497388,0.50217445,0.801828285,0.159221096,13
0.25,0.328571429,0.06,0.573134056,0.415101512,0.008408657,0.074166212,13
0.121428571,0.364285714,0.06,0.548561316,0.363444964,0.381291408,0.177660632,13
0.2,0.371428571,0.06,0.621291679,0.552056647,0.919275225,0.149650597,13
0.157142857,0.221428571,0.055,0.624270687,0.425942692,0.727718501,0.159419839,13
0.078571429,0.257142857,0.07,0.517461467,0.321452818,0.25302354,0.085960491,13
0.271428571,0.235714286,0.065,0.501719771,0.547449269,0.433784012,0.055767325,13
0.164285714,0.228571429,0.095,0.572532676,0.349578624,0.697809328,0.049387629,13
0.178571429,0.214285714,0.075,0.576094235,0.339411046,0.842621808,0.185698336,13
0.285714286,0.285714286,0.075,0.58970752,0.506722415,0.524660701,0.065140442,13
0.164285714,0.378571429,0.07,0.440325328,0.513206219,0.27041851,0.140033871,13
0.014285714,0.364285714,0.09,0.511556628,0.531149748,0.62910198,0.060022734,13
0.021428571,0.364285714,0.06,0.555912416,0.457838076,0.809372546,0.114692544,13
0.185714286,0.328571429,0.1,0.57214688,0.447592842,0.666800948,0.125758737,13
0.278571429,0.264285714,0.075,0.58893552,0.548219734,0.707763146,0.074069425,13
0.192857143,0.385714286,0.075,0.550467705,0.447383855,0.138864619,0.056766043,13
0.171428571,0.285714286,0.07,0.517444434,0.403232058,0.380638232,0.052205635,13
0.05,0.25,0.06,0.642376943,0.311092117,0.781813661,0.120627163,13
0.107142857,0.285714286,0.09,0.441280683,0.550322396,0.578420775,0.092722238,13
0.185714286,0.335714286,0.09,0.607253657,0.41232182,0.221938271,0.117543252,13
0.142857143,0.285714286,0.055,0.605856081,0.470815314,0.174401417,0.090625242,13
0.242857143,0.35,0.095,0.642363609,0.318479725,0.236574072,0.174565659,13
0.135714286,0.328571429,0.1,0.515901381,0.396411034,0.003205708,0.085025508,13
0.207142857,0.257142857,0.08,0.650456933,0.566833345,0.834333133,0.159356895,13
0.142857143,0.321428571,0.085,0.636194766,0.375261992,0.917857636,0.06504324,13
0.078571429,0.25,0.09,0.596469563,0.569146851,0.357606964,0.107730136,13
0.107142857,0.35,0.05,0.606900394,0.498972114,0.754269137,0.088555285,13
0.25,0.357142857,0.085,0.633092425,0.447587624,0.79780831,0.126848222,13
0.064285714,0.385714286,0.1,0.618870898,0.535498143,0.652290496,0.054477195,13
0.285714286,0.285714286,0.065,0.620122675,0.477663884,0.273163479,0.038472848,13
0.25,0.235714286,0.07,0.473494954,0.570713649,0.872118854,0.044907767,13
0.1,0.378571429,0.06,0.622992296,0.533207676,0.171211553,0.047702452,13
0.285714286,0.357142857,0.065,0.61856575,0.307202389,0.561594352,0.099669164,13
0.128571429,0.221428571,0.09,0.435944282,0.460877577,0.576847759,0.053252517,13
0.25,0.335714286,0.05,0.570239358,0.546983265,1,0.163336944,13
0.028571429,0.385714286,0.085,0.588575791,0.4053154,0.841218957,0.079861209,13
0.157142857,0.328571429,0.055,0.549218421,0.54933334,0.798532449,0.179247923,13
0.235714286,0.3,0.06,0.460328512,0.39682405,0.795722002,0.157024173,13
0.014285714,0.328571429,0.06,0.489275086,0.369854884,0.362929015,0.065821286,13
0.114285714,0.328571429,0.08,0.636845835,0.416671885,0.004238712,0.045273038,13
0.135714286,0.357142857,0.075,0.533937341,0.857953176,0.572372544,0.124025692,14
0.057142857,0.35,0.075,0.559783936,0.775918611,0.54887655,0.066773666,14
0.257142857,0.357142857,0.075,0.521926085,0.817562423,0.48694426,0.126047176,14
0.071428571,0.364285714,0.055,0.555200941,0.779100791,0.516836746,0.058006128,14
0.157142857,0.364285714,0.06,0.604112357,0.852383372,0.526570674,0.088165951,14
0.064285714,0.371428571,0.095,0.604498217,0.880233511,0.569234239,0.081853122,14
0.242857143,0.385714286,0.09,0.566328543,0.804799713,0.533572531,0.130309087,14
0.221428571,0.328571429,0.1,0.536882413,0.831882396,0.574156706,0.117865495,14
0,0.314285714,0.065,0.598509342,0.859480215,0.542015507,0.077649449,14
0.15,0.242857143,0.075,0.554344661,0.791626552,0.553630244,0.095368216,14
0.2,0.214285714,0.085,0.594112178,0.845452369,0.567903358,0.142486859,14
0.121428571,0.335714286,0.06,0.546856645,0.842162923,0.444800053,0.087777634,14
0.171428571,0.264285714,0.09,0.556646748,0.794424579,0.454610925,0.085507085,14
0.2,0.292857143,0.055,0.579126384,0.824774729,0.491332694,0.092326038,14
0.15,0.235714286,0.08,0.600568821,0.842168251,0.487209999,0.062277102,14
0.242857143,0.392857143,0.1,0.601394604,0.827203181,0.511497721,0.073890949,14
0.135714286,0.342857143,0.085,0.546296635,0.772168831,0.520677469,0.081262314,14
0.221428571,0.378571429,0.05,0.524668161,0.824854329,0.562461685,0.112502375,14
0.135714286,0.214285714,0.095,0.524669276,0.809397996,0.525408696,0.103856647,14
0.171428571,0.342857143,0.06,0.577588021,0.872809996,0.453556046,0.134535301,14
0.092857143,0.3,0.075,0.585142953,0.859494928,0.472720039,0.082369285,14
0.221428571,0.342857143,0.055,0.571490356,0.834758719,0.458335774,0.101795708,14
0.2,0.285714286,0.09,0.597550808,0.770388335,0.464129044,0.131315492,14
0.221428571,0.228571429,0.08,0.528369332,0.841611906,0.498987472,0.061437658,14
0.235714286,0.392857143,0.05,0.577507997,0.786395201,0.467485289,0.130411049,14
0.242857143,0.285714286,0.08,0.555603947,0.79730749,0.43273427,0.060355331,14
0.092857143,0.371428571,0.1,0.558818988,0.839308866,0.522263873,0.108719943,14
0.235714286,0.371428571,0.06,0.547224848,0.868600688,0.509988773,0.135036901,14
0.228571429,0.371428571,0.085,0.56999753,0.854445291,0.507697008,0.087497096,14
0.164285714,0.385714286,0.1,0.545213389,0.86875443,0.43792659,0.131048038,14
0.25,0.257142857,0.065,0.57044636,0.78547543,0.497680835,0.142480872,14
0.042857143,0.307142857,0.095,0.568456521,0.820731713,0.511012611,0.101570119,14
0.207142857,0.221428571,0.1,0.558379976,0.865352758,0.563815791,0.101870853,14
0.028571429,0.221428571,0.085,0.538975527,0.838449694,0.545537086,0.08474669,14
0.071428571,0.385714286,0.085,0.567674027,0.848502833,0.567766806,0.060122045,14
0.1,0.307142857,0.08,0.585951836,0.822907658,0.542193866,0.119350311,14
0.057142857,0.321428571,0.08,0.56825081,0.87323164,0.422088451,0.10881261,14
0.142857143,0.25,0.05,0.595343708,0.861102567,0.574579877,0.089216834,14
0.257142857,0.271428571,0.085,0.545230041,0.850507337,0.448674652,0.137098573,14
0.1,0.371428571,0.05,0.604021134,0.803626228,0.48499562,0.071525979,14
0.078571429,0.392857143,0.09,0.531169745,0.866086429,0.548689701,0.110964205,14
0.071428571,0.385714286,0.05,0.602721338,0.875441961,0.438429833,0.138874666,14
0.05,0.392857143,0.1,0.558098817,0.799102927,0.449880583,0.128754571,14
0.014285714,0.3,0.05,0.603817378,0.836794557,0.450474486,0.137247465,14
0.142857143,0.285714286,0.085,0.595789088,0.883487404,0.52871785,0.124843143,14
0.014285714,0.242857143,0.05,0.552270337,0.800869518,0.462464746,0.105649388,14
0.192857143,0.25,0.095,0.545615195,0.883512908,0.553356534,0.117244934,14
0.25,0.307142857,0.05,0.524608365,0.853825847,0.540718983,0.125116279,14
0.028571429,0.385714286,0.1,0.541164267,0.78956623,0.423365249,0.123626038,14
0.007142857,0.307142857,0.095,0.588820045,0.832285266,0.424252111,0.139483357,14
0.257142857,0.271428571,0.08,0.560620406,0.823590312,0.565395677,0.117546897,14
0.078571429,0.292857143,0.095,0.540236028,0.881300581,0.459462554,0.130463312,14
0.242857143,0.3,0.07,0.530506444,0.830458781,0.476497953,0.11834417,14
0.15,0.278571429,0.065,0.523486943,0.84738743,0.563540881,0.108698828,14
0.121428571,0.378571429,0.075,0.552104843,0.835919365,0.454816883,0.068356822,14
0.178571429,0.25,0.08,0.542545613,0.780191292,0.426750262,0.08609535,14
0.014285714,0.235714286,0.065,0.536893892,0.882730466,0.48444405,0.09080207,14
0.064285714,0.307142857,0.075,0.597964127,0.816853737,0.446759726,0.128917912,14
0.264285714,0.314285714,0.1,0.60513571,0.835191328,0.45265227,0.076089942,14
0.257142857,0.235714286,0.05,0.560633162,0.855538786,0.437910031,0.135743245,14
0.285714286,0.378571429,0.05,0.592212146,0.855664696,0.540196758,0.082424796,14
0.214285714,0.278571429,0.055,0.599844035,0.800636405,0.456831832,0.110307067,14
0.007142857,0.385714286,0.09,0.534948417,0.850620474,0.572232172,0.084688485,14
0.064285714,0.307142857,0.085,0.543620857,0.849725805,0.45070317,0.105252308,14
0.1,0.257142857,0.06,0.582606208,0.865862862,0.556927144,0.05833996,14
0.25,0.335714286,0.07,0.524547737,0.882343778,0.4966802,0.061956565,14
0.221428571,0.307142857,0.06,0.575472576,0.847885857,0.48053258,0.120661745,14
0.028571429,0.257142857,0.075,0.554422809,0.81123424,0.488809918,0.061924945,14
0.214285714,0.228571429,0.1,0.60446848,0.768594066,0.562222381,0.124249643,14
0.064285714,0.214285714,0.075,0.533413392,0.778336689,0.530152036,0.073003588,14
0.142857143,0.257142857,0.075,0.586729352,0.877579279,0.554915732,0.11034135,14
0.264285714,0.321428571,0.09,0.597629922,0.865894917,0.47053797,0.128643837,14
0.242857143,0.214285714,0.08,0.562974963,0.79812522,0.494473049,0.136432625,14
0.1,0.228571429,0.05,0.549118561,0.813284044,0.478450567,0.103199377,14
0.164285714,0.242857143,0.085,0.586253228,0.789995938,0.522536548,0.078367722,14
0.035714286,0.285714286,0.08,0.560612366,0.860342422,0.463797037,0.082055425,14
0.157142857,0.228571429,0.075,0.53950984,0.84265512,0.482242233,0.06843969,14
0.285714286,0.328571429,0.06,0.569161898,0.838318828,0.521877738,0.107074542,14
